











id,LAND USE,zip,power,ideology,lat,lon,distance,idatt,proximity,own_pref,utility,salience,im,tpreference
24076,SFR,97211-2607,0.772162552,0,45.5595356,-122.6640349,22.97301043624063,0.5,0.043529340779059116,1.0882335194764778,77.21625519999999,0.021764670389529558,7.315481563925207e-05,0.023685043858243233
24079,SFR,97211-2610,0.471625521,0,45.55939273,-122.6644825,35.62999507713327,0.5,0.028066240195519506,0.7016560048879876,47.1625521,0.014033120097759753,1.857529747908687e-05,0.009846422983907435
24078,SFR,97211-2603,0.446928102,0,45.55925824,-122.6644852,35.99880582681133,0.5,0.027778699238273516,0.6944674809568379,44.6928102,0.013889349619136758,1.7243740509503062e-05,0.00964570164213072
24075,SFR,97211-2607,0.55080755,0,45.55967283,-122.6640323,38.23243353036775,0.5,0.02615580300965428,0.6538950752413569,55.080755,0.01307790150482714,1.884108915351552e-05,0.008551575388497998
24080,SFR,97211-2610,0.584592417,0,45.55952989,-122.6644838,41.53720581096143,0.5,0.024074801866814682,0.601870046670367,58.4592417,0.012037400933407341,1.6941373808542594e-05,0.007244951061579796
27799,SFR,97211-2742,0.530087769,0,45.55896286,-122.6642904,45.343529299470845,0.5,0.022053863372555563,0.551346584313889,53.0087769,0.011026931686277781,1.2891015998974324e-05,0.006079661120691847
24063,SFR,97211-2608,0.800466896,1,45.55932787,-122.6634099,48.589777846545,1.0,0.020580460424375155,1.0290230212187577,80.0466896,0.010290230212187577,3.390420373227084e-05,0.010588883781981799
24081,SFR,97211-2610,0.905929384,0,45.55966712,-122.6644813,51.247559360905285,0.5,0.01951312438037508,0.48782810950937694,90.5929384,0.00975656219018754,1.7247175251153564e-05,0.004759525288549853
24074,SFR,97211-2607,0.629368387,0,45.55980176,-122.6640333,52.56861438167665,0.5,0.019022757433541194,0.4755689358385298,62.936838699999996,0.009511378716770597,1.1387329020425122e-05,0.004523316254691834
24064,SFR,97211-2608,0.645930186,0,45.55952541,-122.6634096,53.29343982715722,0.5,0.018764035559408962,0.46910088898522406,64.5930186,0.009382017779704481,1.1371246647156199e-05,0.00440111288093455
27798,SFR,97211-2742,0.536480042,0,45.55882837,-122.664293,59.20721708961745,0.5,0.016889832847343193,0.42224582118357984,53.6480042,0.008444916423671596,7.651987950726196e-06,0.0035658306701399135
24065,SFR,97211-2608,0.632514428,0,45.55966264,-122.663407,61.312917991826765,0.5,0.01630977667925222,0.4077444169813055,63.2514428,0.00815488833962611,8.412720683478266e-06,0.0033251101915884942
24082,SFR,97211-2610,0.56525529,2,45.55980428,-122.6644826,63.34673520239122,2.0,0.01578613320489249,1.578613320489249,56.525529,0.007893066602446245,2.817254993237062e-05,0.01246010007813046
24073,SFR,97211-2627,0.593068692,0,45.55993899,-122.6640308,67.82834453759834,0.5,0.014743099021761972,0.3685774755440493,59.3068692,0.007371549510880986,6.445439965010568e-06,0.002716987109568485
