











id,xcor,ycor,own_pref,ideo,idatt,pref,tpreference,power,closest_distance,proximity,salience,im,ran,utility,population,weight
410670314033,-122.8140796,45.5125708,31.78657915297683,63.02561987372043,63.123057886348384,31.78657915297683,0.14307152614571328,24.1596532,222.17264335744434,0.004501004196052804,0.004501004196052804,0.0380436104361106,64,2415.9653200000002,1455,0.0003564478974841148
410710308012,-123.1925313,45.2139909,24.137898854108077,47.76207170842932,47.885864537586386,24.137898854108077,0.09412167432522965,7.331786586,256.4542017251156,0.003899331706297663,0.003899331706297663,0.022084288105370487,49,733.1786586,1986,0.0004865330064628536
410110003004,-124.2281726,43.4016052,27.51922897832713,57.333410246278554,54.8000692216507,27.51922897832713,0.06560274184416783,5.973264768,419.48290886524325,0.002383887350035624,0.002383887350035624,0.01421070516755108,32,597.3264768,1013,0.0002481661306882531
410510025016,-122.6431801,45.5466963,37.94160632692789,81.55979181306155,75.4038126317554,37.94160632692789,0.1818920691165312,140.62120208,208.59406631204013,0.004794000221003792,0.004794000221003792,0.1000803730687462,20,14062.120207999998,572,0.00014012934526523276
410510067011,-122.7310285,45.4796943,39.13163097460577,77.66721256599706,77.80049130939736,39.13163097460577,0.18108969903091013,71.47416224,216.0897675793608,0.004627706398141881,0.004627706398141881,0.07819564430270094,79,7147.416224,1937,0.00047452891919362914
410390034002,-122.9992845,44.0540475,31.57333197703959,64.01104519668651,62.80994067701786,31.57333197703959,0.1063147581105366,6.140999186,296.97976591558864,0.003367232770613176,0.003367232770613176,0.02315036383485973,52,614.0999186,1116,0.00027339921209090865
410050243041,-121.9203901,45.4156031,33.08851781203367,64.25537281315117,65.52983553183606,33.08851781203367,0.2141489177974467,0.147555864,154.51172087327816,0.0064720009223128375,0.0064720009223128375,0.030913756142924964,77,14.7555864,1940,0.00047526386331215307
410170004023,-121.4570982,43.9005944,34.76813853892865,72.326216424351,69.09359478191591,34.76813853892865,0.1539123939402135,110.73470738,225.89563873871109,0.0044268229594139254,0.0044268229594139254,0.07735639805844939,40,11073.470738,252,6.173530595601163e-05
410191200002,-123.3471093,43.2378133,31.806039262446255,61.38642221619493,63.34777999457544,31.806039262446255,0.08406289432271603,2.189719324,378.36003053075245,0.0026429853031707104,0.0026429853031707104,0.033062666918867355,81,218.9719324,1666,0.00040813896715363246
410670317031,-122.8737795,45.490991,27.191361825104416,56.49139241161138,53.94225317045024,27.191361825104416,0.11976992188393151,10.647018176,227.0299704416226,0.0044047047975859,0.0044047047975859,0.01699069312685075,31,1064.7018176,1577,0.00038633562497075534
410599505004,-118.8344086,45.6381726,33.27324088720902,64.27605529508959,58.74844976558063,33.27324088720902,2.594657974762135,24.02696728,12.823748336332976,0.07798032008837408,0.07798032008837408,0.2280303441446432,9,2402.696728,923,0.00022611780713253468
410510049003,-122.6907147,45.5276512,33.520210511764425,65.41080802566283,66.56972722309655,33.520210511764425,0.15777755277072988,34.84403012,212.45234143334318,0.004706938004322958,0.004706938004322958,0.05059138088361153,77,3484.4030119999998,1444,0.0003537531023828603
410510097011,-122.504488,45.5154344,30.325305648828618,63.162079612803765,60.145871651523386,30.325305648828618,0.1530638404209066,1.85779462,198.12194418641124,0.00504739646133852,0.00504739646133852,0.014223700245301795,33,185.779462,3308,0.0008103983813590734
410290004061,-122.8699982,42.3498561,34.635143079280915,67.26582132861063,69.03923919574956,34.635143079280915,0.08002344615036534,6.265254426,432.81244117131524,0.0023104696281227768,0.0023104696281227768,0.03580492210063846,85,626.5254426,1868,0.0004576252044675783
410459703005,-117.0215924,44.0053646,33.077621666751256,62.22501558975422,60.6025140307788,33.077621666751256,1.836710790933784,2.84123018,18.009161719975843,0.05552729302723711,0.05552729302723711,0.037186665272077854,46,284.123018,868,0.0002126438316262623
410390025032,-123.1841017,44.0771795,32.664827592919636,66.00478007445591,65.00430206701031,32.664827592919636,0.10627603533366663,10.632868274,307.3583568521766,0.0032535311882895966,0.0032535311882895966,0.02646806870378905,56,1063.2868274,1514,0.00037090179848175243
410290004052,-122.8652012,42.3449484,33.756604937639665,69.3136680691598,67.28230126224382,33.756604937639665,0.07794690826938104,10.330866942,433.07176239727613,0.002309086130355124,0.002309086130355124,0.02249893289633652,49,1033.0866942,2191,0.0005367541878953234
410659703003,-121.1957093,45.5971887,33.49993610434648,63.84025375329965,65.9562283779697,33.49993610434648,0.3496200164492491,8.49065787,95.8181297643447,0.010436438307232692,0.010436438307232692,0.04468661419902764,85,849.065787,954,0.00023371222969061547
410510093012,-122.5035194,45.5243505,36.23688820445799,76.18734798973718,71.96861319076346,36.23688820445799,0.1830554306119681,13.670083146,197.95582181482047,0.0050516321815251225,0.0050516321815251225,0.022608578644452777,34,1367.0083146,1710,0.00041891814755865036
410670324102,-122.9647078,45.511451,36.60842450886068,78.32141161800224,72.78927045620202,36.60842450886068,0.15652977490988243,4.755301988,233.87514950390073,0.004275785615193466,0.004275785615193466,0.011879646859316563,23,475.53019880000005,1643,0.0004025043955782822
410359713003,-121.7186032,42.2027395,22.978703011862144,47.79042157660872,45.71137941894786,22.978703011862144,0.05653372284174434,1.092056088,406.46010658429054,0.002460266047764328,0.002460266047764328,0.011022256786343875,27,109.20560880000001,764,0.00018716576885076543
410710308021,-123.1892217,45.2030631,24.915260308790213,51.26732924665282,49.440596321987535,24.915260308790213,0.09715065325418487,3.994321306,256.4600388594604,0.003899242955928889,0.003899242955928889,0.014596983327066031,33,399.4321306,2583,0.0006327868860491193
410670321083,-122.7696536,45.3580107,31.67508154356182,64.66393363766645,62.89754027389981,31.67508154356182,0.14336864517341338,49.97731326,220.93451120535332,0.004526228132238354,0.004526228132238354,0.044594646889376484,47,4997.731326,1225,0.0003001021817306121
410510098031,-122.4688165,45.4972254,34.02148031311017,70.81289270260282,67.53160343234255,34.02148031311017,0.17397128704480305,9.063794478,195.55801932044437,0.005113571938777845,0.005113571938777845,0.020876623967050062,38,906.3794478,2267,0.0005553727722312634
410670318122,-122.8255194,45.4352704,32.767734264288464,66.98779587803493,65.08901629023144,32.767734264288464,0.14629228307801742,22.63520604,223.98812551728028,0.0044645223834548844,0.0044645223834548844,0.031120881490318546,48,2263.520604,3062,0.0007501329636401096
410050218022,-122.6100553,45.397219,27.557585972338714,49.92693526843563,54.63424174159207,27.557585972338714,0.13253275418219013,0.0695323,207.93038024740548,0.004809302030853559,0.004809302030853559,0.03883317510600504,97,6.9532300000000005,2656,0.0006506705262665353
410670312003,-122.8217397,45.4819258,28.227143022712145,59.117831871242885,56.006048684118596,28.227143022712145,0.1265246010569886,13.532586284,223.0960839781523,0.004482373613056917,0.004482373613056917,0.017363938291068554,28,1353.2586284000001,2714,0.0006648794458913316
410510082012,-122.5537851,45.5078948,29.115522977888006,59.70673311065701,57.73605979959131,29.115522977888006,0.1441178080413214,22.12497572,202.02585213855053,0.004949861561847016,0.004949861561847016,0.02747897081344188,40,2212.4975719999998,1209,0.00029618247976515103
410390019042,-122.9440885,44.0430824,33.172596478373286,63.45035695674657,66.00532126107191,33.172596478373286,0.11274426615035818,5.093043938,294.22867885922994,0.00339871695674655,0.00339871695674655,0.03766716140454083,89,509.3043938,1723,0.00042210290540558746
410470006003,-123.0167128,44.9419747,28.412312232873475,53.36304206988692,56.42673786289823,28.412312232873475,0.11304878393415253,7.185547476,251.32788911221533,0.003978866028487234,0.003978866028487234,0.03652434265462651,84,718.5547476,1406,0.0003444438102148903
410050218012,-122.604566,45.4040617,26.82299992961977,54.626464669494084,53.163818202544675,26.82299992961977,0.12933558543590162,0.316298056,207.39071802410618,0.004821816566948596,0.004821816566948596,0.01614727093928199,40,31.6298056,1832,0.00044880587504529093
410050219001,-122.6042808,45.3867397,28.791245444185083,63.22328156730051,57.10095341057046,28.791245444185083,0.13864063713905045,0.070218244,207.66815587632314,0.00481537477799702,0.00481537477799702,0.000835046367513003,2,7.0218244,2783,0.0006817831606173825
410670302003,-122.7911814,45.505752,27.15075518199826,55.16435894101435,53.84792304691292,27.15075518199826,0.12315238199796333,49.89964536,220.46471811196696,0.004535873170836034,0.004535873170836034,0.038922936672975424,42,4989.964536,1966,0.0004816333790060273
410419503032,-124.0100004,44.9909092,28.290447736296336,59.080938051333796,56.27284424620042,28.290447736296336,0.08714907120352053,13.872219108,324.62133383188024,0.00308051226392254,0.00308051226392254,0.016752223638858147,31,1387.2219108,536,0.00013131001584294538
410290001001,-122.8771283,42.3364274,16.710097726263076,36.09998719842061,33.18998847857855,16.710097726263076,0.038467810319317765,0.64117379,434.39170536492946,0.0023020697394760493,0.0023020697394760493,0.002888792386247577,7,64.117379,1215,0.00029765236800219895
410050232022,-122.449915,45.3976286,25.975938124419244,54.267296857938085,51.44056717214428,25.975938124419244,0.13281732938662683,0.280377398,195.57642247725184,0.005113090766942081,0.005113090766942081,0.010534060318001833,26,28.0377398,1885,0.00046178988780588067
410170002004,-121.52704,43.6911962,25.513717520273456,54.917313681385814,50.625582313247236,25.513717520273456,0.10252756969075504,0.0,248.84738414485255,0.0040185272729967945,0.0040185272729967945,0.0048000000000000004,12,0.0,685,0.00016781224039630146
410030001003,-123.260739,44.5408192,21.44646381402584,42.937158423040444,42.5434425807364,21.44646381402584,0.07495218420790326,0.003188376,286.135274651068,0.0034948504731528297,0.0034948504731528297,0.015600860312682995,39,0.3188376,1464,0.0003586527298396866
410670320053,-122.7490991,45.3788718,30.467049833175935,59.41936033742553,60.47742430368298,30.467049833175935,0.13913551032016763,6.57584675,218.97393241356986,0.004566753626688899,0.004566753626688899,0.03129376165605448,70,657.5846750000001,2664,0.0006526303772492659
410333614001,-123.3098884,42.2940882,35.62760527288614,71.81862642764365,71.0367637848793,35.62760527288614,0.0778273497023603,8.490289996,457.7774446790092,0.0021844676089299115,0.0021844676089299115,0.027978796366935316,64,849.0289995999999,1232,0.0003018170513405013
